run_id,case_id,scene_id,priority,planned_targets,triggered_targets,missing_targets,coverage_success,turns_count,end_reason,state_events
run_20260519_121426_feimaotui_contract_notify,case_001,feimaotui_contract_notify,P0,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,,true,10,coverage_complete,understanding_increase;trust_rise;understanding_increase;understanding_increase;understanding_increase;understanding_increase;trust_rise;suspicion_drop
run_20260519_121426_feimaotui_contract_notify,case_002,feimaotui_contract_notify,P0,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,,true,12,coverage_complete,understanding_increase;understanding_increase;understanding_increase;trust_recovered;understanding_increase;trust_recovered;understanding_increase;trust_recovered
run_20260519_121426_feimaotui_contract_notify,case_003,feimaotui_contract_notify,P0,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,contract_effective_notification;continuous_delivery_requirement,daily_order_requirement;ranking_mechanism_explanation,false,8,骑手坚持拒绝，站长安慰后挂断,patience_drop;user_refuse_delivery;patience_drop;user_refuse_delivery;patience_drop;trust_drop;understanding_rise;patience_drop;trust_drop;user_requests_hangup
run_20260519_121426_feimaotui_contract_notify,case_004,feimaotui_contract_notify,P0,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,contract_effective_notification;ranking_mechanism_explanation;continuous_delivery_requirement,daily_order_requirement,false,20,骑手坚持拒绝，站长安慰后挂断,fraud_suspicion_rise;fraud_suspicion_rise;trust_drop;patience_drop;trust_drop;fraud_suspicion_rise;patience_drop;trust_drop;fraud_suspicion_rise;patience_drop;trust_drop;fraud_suspicion_rise;fraud_suspicion_rise;trust_drop;patience_drop;fraud_suspicion_rise;trust_drop;patience_drop;patience_drop;trust_drop;fraud_suspicion_rise;patience_drop;trust_drop;fraud_suspicion_rise;user_requests_hangup;patience_drop
run_20260519_121426_feimaotui_contract_notify,case_005,feimaotui_contract_notify,P0,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation;no_false_commitment,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,no_false_commitment,false,22,骑手确认理解所有要求，并承诺开始配送,understanding_increase;trust_drop;suspicion_rise;understanding_increase;patience_drop;understanding_increase;patience_drop;patience_drop;trust_drop;suspicion_rise;understanding_increase;understanding_increase;patience_drop;understanding_increase;suspicion_rise;patience_drop;trust_recovered;suspicion_drop;understanding_increase;trust_recovered;suspicion_drop;understanding_increase;patience_drop;trust_recovered;suspicion_drop;understanding_increase;patience_drop;trust_recovered;suspicion_drop;understanding_increase;user_agrees_to_start
run_20260519_121426_feimaotui_contract_notify,case_006,feimaotui_contract_notify,P0,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation;no_unauthorized_waiver,contract_effective_notification;ranking_mechanism_explanation;daily_order_requirement;continuous_delivery_requirement,no_unauthorized_waiver,false,22,骑手因站长反复使用相同话术且缺乏有效解释，耐心耗尽，情绪失控直接挂断,fraud_suspicion_rise;trust_drop;fraud_suspicion_rise;trust_drop;patience_drop;suspicion_rise;understanding_rise;trust_drop;suspicion_rise;patience_drop;understanding_drop;patience_drop;trust_drop;suspicion_rise;understanding_drop;patience_drop;trust_drop;suspicion_rise;understanding_drop;trust_drop;suspicion_rise;patience_drop;understanding_drop;trust_drop;suspicion_rise;understanding_rise;patience_drop;trust_drop;suspicion_rise;understanding_drop;patience_drop;trust_drop;suspicion_rise;urgency_rise;user_requests_hangup
run_20260519_121426_feimaotui_contract_notify,case_007,feimaotui_contract_notify,P0,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation;no_harassment,contract_effective_notification;no_harassment,daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation,false,10,user_hangup,patience_drop;urgency_rise;user_requests_defer;patience_drop;urgency_rise;user_refuses_today;patience_drop;trust_drop;understanding_rise;user_requests_defer;patience_drop;trust_drop;urgency_rise;user_requests_simplify;patience_drop;urgency_rise;user_requests_hangup
run_20260519_121426_feimaotui_contract_notify,case_008,feimaotui_contract_notify,P1,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation;peak_hours_online_requirement;scope_limitation_handling,contract_effective_notification;continuous_delivery_requirement,daily_order_requirement;ranking_mechanism_explanation;peak_hours_online_requirement;scope_limitation_handling,false,6,用户确认退出流程，准备挂断,understanding_increase;user_confirms_quit;user_requests_hangup;understanding_increase
run_20260519_121426_feimaotui_contract_notify,case_009,feimaotui_contract_notify,P1,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation;quit_procedure_explanation;persuasion_and_encouragement;peak_hours_online_requirement;no_off_topic;no_false_commitment;no_unauthorized_waiver;no_harassment;scope_limitation_handling,contract_effective_notification;no_off_topic;no_false_commitment;no_unauthorized_waiver;no_harassment;scope_limitation_handling;daily_order_requirement;continuous_delivery_requirement;quit_procedure_explanation;persuasion_and_encouragement,ranking_mechanism_explanation;peak_hours_online_requirement,false,24,trust_exhausted,fraud_suspicion_rise;fraud_suspicion_rise;trust_drop;suspicion_decrease;trust_recovered;suspicion_decrease;trust_recovered;understanding_rise;suspicion_decrease;trust_recovered;understanding_rise;understanding_rise;patience_drop;patience_drop;trust_drop;suspicion_rise;urgency_rise;patience_drop;trust_drop;suspicion_rise;urgency_rise;patience_drop;trust_drop;suspicion_rise;patience_drop;trust_drop;suspicion_rise;urgency_rise;patience_drop;trust_drop;suspicion_rise;urgency_rise;patience_drop;trust_drop;suspicion_rise;urgency_rise;user_requests_hangup
run_20260519_121426_feimaotui_contract_notify,case_010,feimaotui_contract_notify,P1,contract_effective_notification;daily_order_requirement;continuous_delivery_requirement;ranking_mechanism_explanation;extra_reward_explanation;no_off_topic,contract_effective_notification;continuous_delivery_requirement,daily_order_requirement;ranking_mechanism_explanation;extra_reward_explanation;no_off_topic,false,6,骑手坚持拒绝，站长安慰后挂断,patience_drop;user_refuse_delivery;patience_drop;trust_drop;user_refuse_delivery;user_requests_hangup;patience_drop;trust_drop;user_requests_hangup
