run_id,case_id,scene_id,priority,planned_targets,triggered_targets,missing_targets,coverage_success,turns_count,end_reason,state_events
run_20260519_123045_course_publish_live_upgrade,case_001,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add,call_closure,false,24,max_turns,identity_confirmed;awareness_confirmed_unknown;understanding_rise;trust_rise;suspicion_drop;understanding_rise;trust_rise;suspicion_drop;understanding_rise;understanding_rise;frontend_visibility_confirmed;patience_drop;understanding_rise;trust_rise;suspicion_drop;fee_consistency_confirmed;patience_drop;understanding_rise;patience_drop;trust_drop;wechat_work_add_confirmed;trust_rise;understanding_rise
run_20260519_123045_course_publish_live_upgrade,case_002,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,identity_confirmation;awareness_confirmation;upgrade_content_delivery,frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,false,16,user_hangup_due_to_low_patience,patience_drop;urgency_rise;patience_drop;understanding_drop;suspicion_rise;patience_drop;suspicion_rise;urgency_rise;understanding_rise;suspicion_drop;patience_drop;urgency_rise;user_requests_specific_cost;patience_drop;trust_drop;suspicion_rise;urgency_rise;user_requests_specific_cost;patience_drop;trust_drop;suspicion_rise;urgency_rise;patience_drop;trust_drop;suspicion_rise;urgency_rise;user_requests_specific_cost
run_20260519_123045_course_publish_live_upgrade,case_003,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,identity_confirmation;awareness_confirmation;upgrade_content_delivery;student_fee_check,frontend_visibility_check;wechat_work_add;call_closure,false,24,用户主动挂断,fraud_suspicion_rise;patience_drop;fraud_suspicion_rise;patience_drop;fraud_suspicion_rise;patience_drop;understanding_drop;suspicion_drop;understanding_rise;fraud_suspicion_rise;patience_drop;understanding_rise;patience_drop;trust_drop;suspicion_rise;understanding_drop;cost_concern_rise;patience_drop;trust_drop;suspicion_rise;cost_concern_rise;patience_drop;trust_drop;suspicion_rise;understanding_rise;patience_drop;trust_drop;suspicion_rise;understanding_drop;patience_drop;trust_drop;suspicion_rise;understanding_rise;patience_drop;suspicion_rise;urgency_rise
run_20260519_123045_course_publish_live_upgrade,case_004,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,identity_confirmation,awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,false,24,max_turns,identity_confirmed;fraud_suspicion_rise;trust_drop;fraud_suspicion_rise;trust_drop;patience_drop;fraud_suspicion_rise;trust_drop;patience_drop;understanding_rise;fraud_suspicion_rise;trust_drop;patience_drop;understanding_rise;patience_drop;fraud_suspicion_rise;trust_drop;understanding_rise;patience_drop;trust_drop;fraud_suspicion_rise;understanding_drop;patience_drop;fraud_suspicion_rise;understanding_rise;suspicion_drop;patience_drop;trust_drop;suspicion_rise;understanding_drop;user_requests_step_by_step_guidance;patience_drop;trust_drop;suspicion_rise;understanding_rise;patience_drop;trust_drop;suspicion_rise;understanding_rise
run_20260519_123045_course_publish_live_upgrade,case_005,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure;driving_scenario_handling,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check,wechat_work_add;call_closure;driving_scenario_handling,false,24,max_turns,understanding_rise;discount_request;trust_drop;suspicion_rise;patience_drop;trust_drop;suspicion_rise;discount_request_repeat;patience_drop;discount_request_repeat;patience_drop;understanding_rise;discount_request_abandoned;patience_drop;understanding_rise;understanding_rise;patience_drop;patience_drop;discount_request_repeat;understanding_rise;patience_drop;trust_drop;discount_hint_repeat;patience_drop;trust_drop;suspicion_rise;understanding_rise;patience_drop;trust_drop;understanding_rise;discount_request_final
run_20260519_123045_course_publish_live_upgrade,case_006,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure;no_discount_promise,identity_confirmation;no_discount_promise,awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,false,2,用户表示在开车，客服挂断,user_requests_hangup;urgency_rise;patience_drop
run_20260519_123045_course_publish_live_upgrade,case_007,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,identity_confirmation;awareness_confirmation;call_closure,upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add,false,8,用户主动结束通话,identity_confirmed;fraud_suspicion_rise;patience_drop;patience_drop;trust_drop;fraud_suspicion_rise;urgency_rise;patience_drop;urgency_rise;user_requests_hangup
run_20260519_123045_course_publish_live_upgrade,case_008,course_publish_live_upgrade,P0,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,identity_confirmation;awareness_confirmation;upgrade_content_delivery,frontend_visibility_check;student_fee_check;wechat_work_add;call_closure,false,12,user_hints_end,patience_drop;urgency_rise;patience_drop;urgency_rise;user_impatient_unknown_info;user_asks_clarification;understanding_rise;user_questions_necessity;patience_drop;urgency_rise;understanding_rise;user_asks_setting_location;user_hints_end;user_requests_hangup;understanding_rise
run_20260519_123045_course_publish_live_upgrade,case_009,course_publish_live_upgrade,P1,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure;publish_method_inquiry;student_fee_config_guidance,identity_confirmation;awareness_confirmation;upgrade_content_delivery;publish_method_inquiry;frontend_visibility_check,student_fee_check;wechat_work_add;call_closure;student_fee_config_guidance,false,24,max_turns,suspicion_rise;patience_drop;suspicion_rise;understanding_rise;suspicion_rise;patience_drop;trust_drop;understanding_rise;suspicion_rise;patience_drop;trust_drop;patience_drop;suspicion_rise;trust_drop;patience_drop;trust_drop;suspicion_rise;understanding_rise;suspicion_rise;trust_drop;patience_drop;understanding_drop;suspicion_rise;trust_drop;patience_drop;understanding_rise;patience_drop;trust_drop;suspicion_rise;understanding_drop;patience_drop;trust_drop;suspicion_rise;understanding_drop;patience_drop;trust_drop;suspicion_rise;understanding_drop
run_20260519_123045_course_publish_live_upgrade,case_010,course_publish_live_upgrade,P1,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check;student_fee_check;wechat_work_add;call_closure;third_party_config_guidance,identity_confirmation;awareness_confirmation;upgrade_content_delivery;frontend_visibility_check,student_fee_check;wechat_work_add;call_closure;third_party_config_guidance,false,8,user_hangup,patience_drop;urgency_rise;patience_drop;urgency_rise;understanding_rise;patience_drop;urgency_rise;user_requests_hangup;patience_drop;trust_drop;urgency_rise;user_requests_hangup
